helpful_vote,location,fleschsc,numsente,nunwords,nunsylla,meanwsen,meansypw,verb_cnt,noun_cnt,adjc_cnt,advb_cnt,pron_cnt,verb_inc,noun_inc,adjc_inc,advb_inc,pron_inc,location_id,hotel_id
1,CE,50.33,4,57,124,14.25,2.18,9,17,5,6,2,157.89,298.25,87.72,105.26,35.09,303293,307015
1,PR,58.08,3,28,60,9.33,2.14,6,6,6,2,1,214.29,214.29,214.29,71.43,35.71,303441,634797
0,PE,67.89,6,49,100,8.17,2.04,10,12,7,6,1,204.08,244.9,142.86,122.45,20.41,304560,1549189
0,RS,52.4,2,12,27,6.0,2.25,0,3,1,2,0,0.0,250.0,83.33,166.67,0.0,303546,463963
0,PE,76.37,5,38,74,7.6,1.95,7,4,8,7,2,184.21,105.26,210.53,184.21,52.63,304560,1549189
0,RS,29.65,2,87,180,43.5,2.07,19,27,5,1,7,218.39,310.34,57.47,11.49,80.46,303546,463963
0,SP,61.23,6,33,71,5.5,2.15,5,11,2,2,1,151.52,333.33,60.61,60.61,30.3,303631,306542
0,PR,21.49,5,31,81,6.2,2.61,3,13,5,0,0,96.77,419.35,161.29,0.0,0.0,303441,4310994
0,RN,78.84,5,52,98,10.4,1.88,11,15,5,3,1,211.54,288.46,96.15,57.69,19.23,303518,1550350
0,DF,63.39,8,74,154,9.25,2.08,16,19,11,4,2,216.22,256.76,148.65,54.05,27.03,303322,3347090
3,CE,52.46,4,83,172,20.75,2.07,19,20,9,7,0,228.92,240.96,108.43,84.34,0.0,303293,307216
0,RJ,25.46,5,34,87,6.8,2.56,4,11,8,1,0,117.65,323.53,235.29,29.41,0.0,303506,4511157
0,SP,69.04,5,65,128,13.0,1.97,15,11,6,6,12,230.77,169.23,92.31,92.31,184.62,303631,4273344
2,RS,52.33,6,84,181,14.0,2.15,12,25,8,7,0,142.86,297.62,95.24,83.33,0.0,303546,3354703
1,MG,66.12,4,46,93,11.5,2.02,7,17,5,4,0,152.17,369.57,108.7,86.96,0.0,303374,5005407
3,RS,54.17,6,101,212,16.83,2.1,28,20,13,11,6,277.23,198.02,128.71,108.91,59.41,303546,3354703
0,MG,74.05,2,11,22,5.5,2.0,3,3,2,1,1,272.73,272.73,181.82,90.91,90.91,303374,299459
0,SP,39.59,3,58,130,19.33,2.24,11,16,8,1,2,189.66,275.86,137.93,17.24,34.48,303631,624471
0,PR,54.4,6,42,93,7.0,2.21,6,15,3,7,0,142.86,357.14,71.43,166.67,0.0,303441,507004
0,SP,71.26,4,33,66,8.25,2.0,2,6,8,4,1,60.61,181.82,242.42,121.21,30.3,303631,306783
2,CE,55.9,3,57,117,19.0,2.05,8,15,6,1,2,140.35,263.16,105.26,17.54,35.09,303293,307467
0,SP,79.5,2,29,53,14.5,1.83,5,8,2,3,1,172.41,275.86,68.97,103.45,34.48,303631,953626
0,RS,65.76,3,41,82,13.67,2.0,10,8,2,3,2,243.9,195.12,48.78,73.17,48.78,303546,306297
0,RJ,52.69,5,51,112,10.2,2.2,11,12,7,3,2,215.69,235.29,137.25,58.82,39.22,303506,794726
1,CE,38.0,2,45,100,22.5,2.22,7,11,1,5,1,155.56,244.44,22.22,111.11,22.22,303293,2013771
1,AM,72.02,2,15,30,7.5,2.0,2,5,2,1,0,133.33,333.33,133.33,66.67,0.0,303235,679875
0,RN,71.68,7,97,187,13.86,1.93,19,25,12,9,2,195.88,257.73,123.71,92.78,20.62,303518,455998
0,RN,83.72,5,52,95,10.4,1.83,11,9,4,10,1,211.54,173.08,76.92,192.31,19.23,303518,455998
1,PR,68.64,12,80,164,6.67,2.05,17,22,6,4,3,212.5,275.0,75.0,50.0,37.5,303441,307221
1,SP,42.22,2,23,53,11.5,2.3,3,6,5,2,0,130.43,260.87,217.39,86.96,0.0,303631,300809
0,DF,46.48,4,49,110,12.25,2.24,10,12,4,4,3,204.08,244.9,81.63,81.63,61.22,303322,5011429
2,BA,71.56,22,175,350,7.95,2.0,37,52,23,16,1,211.43,297.14,131.43,91.43,5.71,303272,451460
0,MG,38.3,2,12,29,6.0,2.42,2,5,0,0,0,166.67,416.67,0.0,0.0,0.0,303374,306942
0,RS,80.84,4,46,85,11.5,1.85,12,9,5,9,2,260.87,195.65,108.7,195.65,43.48,303546,626939
1,SP,30.47,6,33,83,5.5,2.52,4,9,4,2,1,121.21,272.73,121.21,60.61,30.3,303631,319936
0,MG,47.38,7,68,154,9.71,2.26,3,26,12,1,0,44.12,382.35,176.47,14.71,0.0,303374,6369625
1,SP,61.81,2,46,89,23.0,1.93,10,9,1,5,6,217.39,195.65,21.74,108.7,130.43,303631,306780
0,RJ,55.12,4,49,105,12.25,2.14,8,15,4,3,4,163.27,306.12,81.63,61.22,81.63,303506,1419828
0,RJ,86.15,2,8,15,4.0,1.88,0,3,1,2,0,0.0,375.0,125.0,250.0,0.0,303506,1419828
1,DF,45.22,5,62,140,12.4,2.26,10,21,5,4,0,161.29,338.71,80.65,64.52,0.0,303322,5281634
1,PE,43.51,4,63,141,15.75,2.24,15,14,8,5,5,238.1,222.22,126.98,79.37,79.37,304560,1830661
0,SP,52.4,2,12,27,6.0,2.25,5,4,0,3,0,416.67,333.33,0.0,250.0,0.0,303631,306518
0,MG,35.6,6,33,81,5.5,2.45,6,11,6,1,1,181.82,333.33,181.82,30.3,30.3,303374,599192
1,SP,26.34,3,20,51,6.67,2.55,2,9,3,0,0,100.0,450.0,150.0,0.0,0.0,303631,305439
0,PE,72.13,8,44,89,5.5,2.02,7,15,7,1,2,159.09,340.91,159.09,22.73,45.45,304560,299405
0,RN,45.4,2,22,50,11.0,2.27,3,8,4,1,0,136.36,363.64,181.82,45.45,0.0,303518,2413124
0,BA,43.44,3,125,241,41.67,1.93,30,27,11,4,6,240.0,216.0,88.0,32.0,48.0,303272,306834
0,BA,51.72,4,50,109,12.5,2.18,10,18,5,1,3,200.0,360.0,100.0,20.0,60.0,303272,2284849
0,DF,22.11,3,20,52,6.67,2.6,0,8,4,0,0,0.0,400.0,200.0,0.0,0.0,303322,1723997
2,PR,56.03,6,113,232,18.83,2.05,27,24,13,18,1,238.94,212.39,115.04,159.29,8.85,303441,1979075
0,DF,60.44,2,14,30,7.0,2.14,1,2,4,2,0,71.43,142.86,285.71,142.86,0.0,303322,1178160
0,CE,81.33,5,25,48,5.0,1.92,5,4,5,3,1,200.0,160.0,200.0,120.0,40.0,303293,6465605
0,SP,46.21,4,64,141,16.0,2.2,17,16,7,6,1,265.63,250.0,109.38,93.75,15.63,303631,2273982
1,RJ,58.13,2,52,101,26.0,1.94,14,13,8,2,4,269.23,250.0,153.85,38.46,76.92,303506,316936
1,MG,75.39,8,104,197,13.0,1.89,28,19,9,13,4,269.23,182.69,86.54,125.0,38.46,303374,3180772
0,SP,75.82,7,57,111,8.14,1.95,9,11,7,6,2,157.89,192.98,122.81,105.26,35.09,303631,302691
0,CE,45.02,3,107,212,35.67,1.98,24,23,14,11,4,224.3,214.95,130.84,102.8,37.38,303293,2675131
0,RJ,45.18,11,126,286,11.45,2.27,23,38,20,7,7,182.54,301.59,158.73,55.56,55.56,303506,299820
1,BA,23.93,2,16,41,8.0,2.56,1,7,2,0,1,62.5,437.5,125.0,0.0,62.5,303272,306859
1,MG,39.52,7,23,56,3.29,2.43,4,6,5,3,2,173.91,260.87,217.39,130.43,86.96,303374,307472
0,CE,57.14,6,46,100,7.67,2.17,5,13,8,5,2,108.7,282.61,173.91,108.7,43.48,303293,507173
0,MG,36.27,2,14,34,7.0,2.43,3,7,1,2,0,214.29,500.0,71.43,142.86,0.0,303374,299435
0,DF,76.8,2,16,31,8.0,1.94,3,6,1,0,1,187.5,375.0,62.5,0.0,62.5,303322,1211477
0,RN,53.38,3,41,88,13.67,2.15,8,14,4,2,2,195.12,341.46,97.56,48.78,48.78,303518,2618865
0,MG,0.0,3,30,87,10.0,2.9,3,7,8,1,0,100.0,233.33,266.67,33.33,0.0,303374,299435
0,PR,72.97,7,46,92,6.57,2.0,9,11,5,5,1,195.65,239.13,108.7,108.7,21.74,303441,498833
1,DF,43.45,3,43,97,14.33,2.26,11,12,6,3,0,255.81,279.07,139.53,69.77,0.0,303322,300664
0,PR,36.21,10,150,350,15.0,2.33,29,45,20,5,7,193.33,300.0,133.33,33.33,46.67,303441,300683
0,SP,73.35,6,67,130,11.17,1.94,11,16,7,6,4,164.18,238.81,104.48,89.55,59.7,303631,1224388
0,SP,51.53,7,48,108,6.86,2.25,8,12,9,7,1,166.67,250.0,187.5,145.83,20.83,303631,1872423
1,RJ,0.0,2,39,108,19.5,2.77,9,12,9,5,0,230.77,307.69,230.77,128.21,0.0,303506,311191
0,MG,37.47,2,9,22,4.5,2.44,3,1,2,1,0,333.33,111.11,222.22,111.11,0.0,303374,2277719
1,BA,70.24,5,54,107,10.8,1.98,13,10,6,9,1,240.74,185.19,111.11,166.67,18.52,303272,307218
2,SP,64.45,9,177,344,19.67,1.94,45,47,11,15,6,254.24,265.54,62.15,84.75,33.9,303631,1238931
2,MG,46.34,6,42,97,7.0,2.31,6,13,9,3,0,142.86,309.52,214.29,71.43,0.0,303374,6701614
0,SP,53.42,5,85,179,17.0,2.11,16,23,8,4,1,188.24,270.59,94.12,47.06,11.76,303631,1238931
3,SP,60.42,11,145,300,13.18,2.07,40,38,8,12,5,275.86,262.07,55.17,82.76,34.48,303631,300801
1,PE,75.69,9,75,146,8.33,1.95,14,18,9,11,0,186.67,240.0,120.0,146.67,0.0,304560,4309209
1,MG,57.09,3,58,118,19.33,2.03,15,13,1,4,5,258.62,224.14,17.24,68.97,86.21,303374,6560862
0,RJ,62.1,3,39,80,13.0,2.05,7,11,1,0,1,179.49,282.05,25.64,0.0,25.64,303506,299095
0,PR,13.09,3,30,80,10.0,2.67,5,10,2,0,0,166.67,333.33,66.67,0.0,0.0,303441,483073
0,SP,86.41,5,50,90,10.0,1.8,9,14,7,3,2,180.0,280.0,140.0,60.0,40.0,303631,2423764
1,PR,77.02,11,101,194,9.18,1.92,16,27,13,6,7,158.42,267.33,128.71,59.41,69.31,303441,2431973
0,DF,51.7,2,18,40,9.0,2.22,3,3,3,2,0,166.67,166.67,166.67,111.11,0.0,303322,5225677
0,MG,52.07,6,41,92,6.83,2.24,3,14,8,1,0,73.17,341.46,195.12,24.39,0.0,303374,307446
0,PR,35.21,2,28,66,14.0,2.36,7,8,2,2,1,250.0,285.71,71.43,71.43,35.71,303441,775587
2,CE,66.15,7,93,186,13.29,2.0,25,25,9,2,7,268.82,268.82,96.77,21.51,75.27,303293,5775340
2,BA,54.59,2,108,178,54.0,1.65,25,27,10,7,6,231.48,250.0,92.59,64.81,55.56,303272,940061
1,BA,53.51,6,39,87,6.5,2.23,8,11,5,1,2,205.13,282.05,128.21,25.64,51.28,303272,940061
0,SP,83.3,2,15,28,7.5,1.87,2,5,2,1,0,133.33,333.33,133.33,66.67,0.0,303631,305451
0,SP,68.26,4,69,133,17.25,1.93,14,18,2,4,2,202.9,260.87,28.99,57.97,28.99,303631,299849
0,CE,63.05,5,42,88,8.4,2.1,7,12,9,5,0,166.67,285.71,214.29,119.05,0.0,303293,307052
1,RN,42.3,1,9,21,9.0,2.33,2,2,1,3,0,222.22,222.22,111.11,333.33,0.0,303518,307203
0,PE,64.84,6,64,131,10.67,2.05,13,17,7,5,1,203.13,265.63,109.38,78.13,15.63,304560,307943
1,SP,64.37,15,185,376,12.33,2.03,48,47,12,16,9,259.46,254.05,64.86,86.49,48.65,303631,5230888
0,RS,47.44,3,44,97,14.67,2.2,6,14,5,6,1,136.36,318.18,113.64,136.36,22.73,303546,1718648
0,RN,75.98,2,17,33,8.5,1.94,3,5,3,2,0,176.47,294.12,176.47,117.65,0.0,303518,455997
0,PR,59.6,3,49,100,16.33,2.04,8,11,4,4,1,163.27,224.49,81.63,81.63,20.41,303441,1790918
1,BA,38.18,4,84,188,21.0,2.24,17,20,2,6,5,202.38,238.1,23.81,71.43,59.52,303272,5588457
1,BA,80.6,3,26,49,8.67,1.88,7,4,2,2,3,269.23,153.85,76.92,76.92,115.38,303272,5588457
0,SP,33.28,2,8,20,4.0,2.5,2,3,1,0,0,250.0,375.0,125.0,0.0,0.0,303631,299821
0,SP,66.79,6,59,120,9.83,2.03,14,16,7,5,3,237.29,271.19,118.64,84.75,50.85,303631,580875
1,BA,90.79,7,71,124,10.14,1.75,15,16,6,9,1,211.27,225.35,84.51,126.76,14.08,303272,1156930
1,MG,69.45,3,42,82,14.0,1.95,12,12,6,4,1,285.71,285.71,142.86,95.24,23.81,303374,6366816
0,DF,55.95,3,20,44,6.67,2.2,4,5,3,1,0,200.0,250.0,150.0,50.0,0.0,303322,307525
0,CE,59.45,6,52,111,8.67,2.13,13,12,7,4,0,250.0,230.77,134.62,76.92,0.0,303293,301709
1,RJ,94.78,5,40,69,8.0,1.73,10,8,9,2,1,250.0,200.0,225.0,50.0,25.0,303506,305730
1,DF,37.23,5,58,137,11.6,2.36,7,19,8,6,0,120.69,327.59,137.93,103.45,0.0,303322,1523983
0,SP,48.46,3,35,78,11.67,2.23,4,14,7,0,1,114.29,400.0,200.0,0.0,28.57,303631,1026848
0,SP,50.26,2,42,88,21.0,2.1,8,11,4,6,1,190.48,261.9,95.24,142.86,23.81,303631,1026848
3,PR,0.0,3,26,78,8.67,3.0,4,8,4,2,1,153.85,307.69,153.85,76.92,38.46,303441,777069
0,RN,60.18,4,50,104,12.5,2.08,7,15,6,4,2,140.0,300.0,120.0,80.0,40.0,303518,456150
0,PR,60.41,6,72,150,12.0,2.08,23,18,6,5,5,319.44,250.0,83.33,69.44,69.44,303441,530666
0,SP,52.13,6,48,107,8.0,2.23,8,18,8,6,0,166.67,375.0,166.67,125.0,0.0,303631,306536
0,DF,66.39,4,81,155,20.25,1.91,20,15,9,7,5,246.91,185.19,111.11,86.42,61.73,303322,5525238
0,SP,55.35,3,42,89,14.0,2.12,5,13,10,1,0,119.05,309.52,238.1,23.81,0.0,303631,2663653
3,RJ,22.3,2,91,194,45.5,2.13,29,22,6,5,5,318.68,241.76,65.93,54.95,54.95,303506,630043
0,PR,68.15,4,36,73,9.0,2.03,6,16,1,0,1,166.67,444.44,27.78,0.0,27.78,303441,307022
0,DF,54.45,6,68,147,11.33,2.16,11,14,5,12,6,161.76,205.88,73.53,176.47,88.24,303322,1213985
2,CE,57.67,3,56,114,18.67,2.04,11,16,5,5,1,196.43,285.71,89.29,89.29,17.86,303293,307206
2,RN,42.96,5,129,274,25.8,2.12,21,39,15,9,4,162.79,302.33,116.28,69.77,31.01,303518,3618917
0,DF,0.0,2,10,32,5.0,3.2,1,3,0,0,0,100.0,300.0,0.0,0.0,0.0,303322,307044
4,RJ,22.17,6,42,109,7.0,2.6,7,13,6,4,2,166.67,309.52,142.86,95.24,47.62,303506,1596653
5,MG,35.21,3,42,99,14.0,2.36,5,13,7,3,0,119.05,309.52,166.67,71.43,0.0,303374,5272716
0,AM,60.78,7,53,113,7.57,2.13,14,16,2,6,3,264.15,301.89,37.74,113.21,56.6,303235,2176311
1,RJ,25.85,4,36,91,9.0,2.53,5,9,7,6,0,138.89,250.0,194.44,166.67,0.0,303506,4454170
0,MG,86.97,2,30,52,15.0,1.73,3,8,7,4,1,100.0,266.67,233.33,133.33,33.33,303374,301706
4,RJ,59.38,5,70,145,14.0,2.07,11,18,6,3,7,157.14,257.14,85.71,42.86,100.0,303506,634370
2,SP,70.5,5,81,155,16.2,1.91,13,21,8,4,4,160.49,259.26,98.77,49.38,49.38,303631,306792
0,SP,50.66,4,41,91,10.25,2.22,10,9,7,2,2,243.9,219.51,170.73,48.78,48.78,303631,2510543
2,MG,43.52,5,35,82,7.0,2.34,5,8,6,6,0,142.86,228.57,171.43,171.43,0.0,303374,599206
1,DF,18.49,5,38,100,7.6,2.63,3,12,8,3,0,78.95,315.79,210.53,78.95,0.0,303322,1459419
1,DF,55.53,3,40,85,13.33,2.13,5,12,4,4,1,125.0,300.0,100.0,100.0,25.0,303322,1459419
0,SP,58.24,5,79,163,15.8,2.06,15,20,6,5,2,189.87,253.16,75.95,63.29,25.32,303631,307490
0,SP,61.09,2,19,40,9.5,2.11,3,6,1,2,0,157.89,315.79,52.63,105.26,0.0,303631,300804
2,RJ,46.04,12,132,299,11.0,2.27,36,36,11,8,3,272.73,272.73,83.33,60.61,22.73,303506,1743593
0,AM,53.31,4,47,102,11.75,2.17,11,13,5,7,2,234.04,276.6,106.38,148.94,42.55,303235,638049
3,RJ,60.19,4,88,173,22.0,1.97,19,18,9,5,8,215.91,204.55,102.27,56.82,90.91,303506,2470877
1,RJ,72.59,4,57,109,14.25,1.91,11,17,5,1,2,192.98,298.25,87.72,17.54,35.09,303506,1200117
10,AM,40.38,4,46,107,11.5,2.33,5,13,6,1,3,108.7,282.61,130.43,21.74,65.22,303235,1752082
1,DF,35.61,2,58,126,29.0,2.17,10,13,12,6,2,172.41,224.14,206.9,103.45,34.48,303322,6212918
0,RS,56.06,5,52,112,10.4,2.15,11,11,11,1,0,211.54,211.54,211.54,19.23,0.0,303546,463963
0,RS,42.22,4,46,106,11.5,2.3,7,13,8,1,0,152.17,282.61,173.91,21.74,0.0,303546,463963
0,SP,75.83,4,40,77,10.0,1.93,9,10,6,1,0,225.0,250.0,150.0,25.0,0.0,303631,300805
1,PE,46.04,3,35,79,11.67,2.26,3,11,5,4,1,85.71,314.29,142.86,114.29,28.57,304560,305959
1,PE,48.93,3,53,114,17.67,2.15,6,19,5,3,1,113.21,358.49,94.34,56.6,18.87,304560,305959
1,RJ,74.08,3,70,125,23.33,1.79,19,15,5,4,6,271.43,214.29,71.43,57.14,85.71,303506,305393
0,BA,44.32,5,57,130,11.4,2.28,10,18,9,2,2,175.44,315.79,157.89,35.09,35.09,303272,455808
1,CE,67.77,4,38,77,9.5,2.03,3,15,4,2,0,78.95,394.74,105.26,52.63,0.0,303293,1196411
0,DF,27.48,2,13,33,6.5,2.54,2,4,3,1,0,153.85,307.69,230.77,76.92,0.0,303322,2441512
0,BA,44.67,2,30,67,15.0,2.23,0,12,6,1,0,0.0,400.0,200.0,33.33,0.0,303272,2165834
0,BA,74.98,6,40,79,6.67,1.98,10,8,4,3,1,250.0,200.0,100.0,75.0,25.0,303272,2165834
1,SP,63.65,3,16,34,5.33,2.13,3,8,1,1,0,187.5,500.0,62.5,62.5,0.0,303631,4510508
0,SP,29.44,3,15,38,5.0,2.53,2,5,3,2,0,133.33,333.33,200.0,133.33,0.0,303631,3690251
1,RN,50.03,2,25,55,12.5,2.2,1,10,3,2,1,40.0,400.0,120.0,80.0,40.0,303518,591573
0,SP,50.7,2,73,139,36.5,1.9,18,18,6,7,3,246.58,246.58,82.19,95.89,41.1,303631,3690251
0,BA,92.56,2,13,23,6.5,1.77,1,6,1,0,3,76.92,461.54,76.92,0.0,230.77,303272,464606
0,SP,58.75,4,36,77,9.0,2.14,5,11,6,3,2,138.89,305.56,166.67,83.33,55.56,303631,306589
3,RN,66.03,6,51,105,8.5,2.06,9,15,5,5,0,176.47,294.12,98.04,98.04,0.0,303518,591573
1,RN,32.08,4,35,86,8.75,2.46,6,9,6,1,0,171.43,257.14,171.43,28.57,0.0,303518,2021670
1,MG,71.93,3,45,86,15.0,1.91,5,12,5,5,5,111.11,266.67,111.11,111.11,111.11,303374,4357961
0,MG,64.61,8,98,199,12.25,2.03,23,21,8,14,5,234.69,214.29,81.63,142.86,51.02,303374,2339751
0,PR,49.94,2,34,73,17.0,2.15,5,9,10,2,0,147.06,264.71,294.12,58.82,0.0,303441,507004
0,CE,65.1,4,41,84,10.25,2.05,5,13,5,5,1,121.95,317.07,121.95,121.95,24.39,303293,1783403
0,PE,52.43,3,51,108,17.0,2.12,14,15,6,2,1,274.51,294.12,117.65,39.22,19.61,304560,299450
0,SP,74.09,6,52,102,8.67,1.96,8,16,7,2,0,153.85,307.69,134.62,38.46,0.0,303631,1985482
0,PR,62.29,7,51,108,7.29,2.12,6,14,6,3,0,117.65,274.51,117.65,58.82,0.0,303441,507004
0,RJ,81.74,2,11,21,5.5,1.91,3,2,1,0,1,272.73,181.82,90.91,0.0,90.91,303506,301985
0,DF,77.35,3,26,50,8.67,1.92,5,5,2,1,2,192.31,192.31,76.92,38.46,76.92,303322,460146
0,PE,70.5,3,27,54,9.0,2.0,3,12,1,0,1,111.11,444.44,37.04,0.0,37.04,304560,3874137
0,SP,75.04,3,24,47,8.0,1.96,5,8,3,1,1,208.33,333.33,125.0,41.67,41.67,303631,953626
0,RJ,68.32,8,151,288,18.88,1.91,39,37,13,12,10,258.28,245.03,86.09,79.47,66.23,303506,794726
0,PE,55.41,2,51,101,25.5,1.98,7,16,5,5,1,137.25,313.73,98.04,98.04,19.61,304560,3874137
0,PR,58.15,3,29,62,9.67,2.14,2,9,5,2,0,68.97,310.34,172.41,68.97,0.0,303441,307221
1,PR,69.71,8,86,171,10.75,1.99,25,15,7,8,8,290.7,174.42,81.4,93.02,93.02,303441,307221
2,RJ,64.78,3,49,97,16.33,1.98,10,11,4,4,4,204.08,224.49,81.63,81.63,81.63,303506,305448
2,BA,73.08,5,55,107,11.0,1.95,12,15,7,3,1,218.18,272.73,127.27,54.55,18.18,303272,451460
0,SP,77.66,2,15,29,7.5,1.93,2,4,0,2,0,133.33,266.67,0.0,133.33,0.0,303631,299409
0,CE,25.62,2,35,85,17.5,2.43,7,9,4,3,1,200.0,257.14,114.29,85.71,28.57,303293,299389
2,RN,65.61,7,51,106,7.29,2.08,13,15,1,4,2,254.9,294.12,19.61,78.43,39.22,303518,599205
0,SP,26.22,2,17,43,8.5,2.53,4,4,1,0,0,235.29,235.29,58.82,0.0,0.0,303631,306518
0,PR,54.05,4,36,79,9.0,2.19,6,9,4,3,1,166.67,250.0,111.11,83.33,27.78,303441,3220110
3,BA,48.05,3,81,166,27.0,2.05,12,20,13,7,0,148.15,246.91,160.49,86.42,0.0,303272,4162078
0,SP,49.67,4,37,83,9.25,2.24,9,8,3,3,2,243.24,216.22,81.08,81.08,54.05,303631,4512559
1,PR,56.89,4,42,90,10.5,2.14,7,12,5,4,2,166.67,285.71,119.05,95.24,47.62,303441,3265793
1,RN,76.8,4,32,62,8.0,1.94,2,11,5,2,0,62.5,343.75,156.25,62.5,0.0,303518,599210
0,PE,72.32,6,66,129,11.0,1.95,12,17,6,5,0,181.82,257.58,90.91,75.76,0.0,304560,305982
1,MG,61.06,2,17,36,8.5,2.12,3,3,4,3,0,176.47,176.47,235.29,176.47,0.0,303374,311189
0,RN,56.93,2,23,49,11.5,2.13,3,7,2,2,0,130.43,304.35,86.96,86.96,0.0,303518,316839
0,PE,89.43,2,11,20,5.5,1.82,1,6,1,0,0,90.91,545.45,90.91,0.0,0.0,304560,481961
1,RN,58.24,3,59,119,19.67,2.02,10,18,7,5,2,169.49,305.08,118.64,84.75,33.9,303518,304339
1,PR,87.73,6,54,97,9.0,1.8,12,18,2,4,3,222.22,333.33,37.04,74.07,55.56,303441,498833
1,RJ,52.4,2,12,27,6.0,2.25,2,3,2,3,0,166.67,250.0,166.67,250.0,0.0,303506,1162221
0,RN,51.7,4,36,80,9.0,2.22,7,10,4,1,0,194.44,277.78,111.11,27.78,0.0,303518,2623735
0,PR,57.58,4,67,138,16.75,2.06,8,21,8,6,2,119.4,313.43,119.4,89.55,29.85,303441,299417
1,RJ,53.31,6,85,182,14.17,2.14,14,22,7,6,5,164.71,258.82,82.35,70.59,58.82,303506,5552507
0,DF,60.26,9,123,254,13.67,2.07,18,36,16,9,5,146.34,292.68,130.08,73.17,40.65,303322,299442
0,AM,74.8,6,49,96,8.17,1.96,8,13,7,5,1,163.27,265.31,142.86,102.04,20.41,303235,2267055
1,SP,39.61,5,33,79,6.6,2.39,5,12,4,4,2,151.52,363.64,121.21,121.21,60.61,303631,6508893
1,SP,60.61,7,110,224,15.71,2.04,26,31,11,7,4,236.36,281.82,100.0,63.64,36.36,303631,305255
0,SP,39.26,3,36,84,12.0,2.33,7,11,6,2,2,194.44,305.56,166.67,55.56,55.56,303631,324516
0,MG,34.0,4,57,135,14.25,2.37,12,17,8,6,2,210.53,298.25,140.35,105.26,35.09,303374,307446
3,RJ,80.21,3,41,75,13.67,1.83,8,14,6,3,2,195.12,341.46,146.34,73.17,48.78,303506,6720950
4,RJ,60.92,2,21,44,10.5,2.1,3,5,5,1,0,142.86,238.1,238.1,47.62,0.0,303506,6720950
0,SP,47.01,5,66,147,13.2,2.23,8,15,13,5,1,121.21,227.27,196.97,75.76,15.15,303631,3531379
0,SP,64.27,3,39,79,13.0,2.03,9,8,3,2,2,230.77,205.13,76.92,51.28,51.28,303631,302705
0,PR,26.44,3,92,208,30.67,2.26,19,22,10,9,3,206.52,239.13,108.7,97.83,32.61,303441,676373
1,CE,49.79,2,35,75,17.5,2.14,5,14,3,4,1,142.86,400.0,85.71,114.29,28.57,303293,1803482
2,BA,33.13,3,19,47,6.33,2.47,1,4,8,4,0,52.63,210.53,421.05,210.53,0.0,303272,1156930
3,RJ,51.92,9,113,246,12.56,2.18,16,28,12,17,2,141.59,247.79,106.19,150.44,17.7,303506,305730
0,DF,59.02,2,36,73,18.0,2.03,5,11,8,2,1,138.89,305.56,222.22,55.56,27.78,303322,1523983
0,RS,41.55,4,44,102,11.0,2.32,7,16,5,3,0,159.09,363.64,113.64,68.18,0.0,303546,2057479
2,RJ,68.68,2,32,62,16.0,1.94,9,6,4,3,0,281.25,187.5,125.0,93.75,0.0,303506,3351234
0,RJ,56.8,2,20,43,10.0,2.15,1,7,6,0,0,50.0,350.0,300.0,0.0,0.0,303506,2001644
3,RJ,50.22,4,39,87,9.75,2.23,7,16,2,2,2,179.49,410.26,51.28,51.28,51.28,303506,311184
2,RJ,42.2,8,81,188,10.13,2.32,17,19,6,4,4,209.88,234.57,74.07,49.38,49.38,303506,311184
0,RS,45.68,9,163,356,18.11,2.18,38,40,7,13,9,233.13,245.4,42.94,79.75,55.21,303546,2420715
1,BA,67.79,8,60,123,7.5,2.05,5,15,13,6,0,83.33,250.0,216.67,100.0,0.0,303272,306820
1,RN,52.8,5,91,191,18.2,2.1,18,27,7,7,4,197.8,296.7,76.92,76.92,43.96,303518,637514
0,PR,15.84,2,123,248,61.5,2.02,31,29,10,12,2,252.03,235.77,81.3,97.56,16.26,303441,6420216
0,SP,36.26,4,45,107,11.25,2.38,8,14,9,2,3,177.78,311.11,200.0,44.44,66.67,303631,300799
0,DF,22.63,8,39,102,4.88,2.62,8,13,7,3,1,205.13,333.33,179.49,76.92,25.64,303322,1213985
0,BA,35.03,4,39,94,9.75,2.41,5,11,8,2,0,128.21,282.05,205.13,51.28,0.0,303272,3723986
0,SP,18.62,4,42,109,10.5,2.6,12,12,3,5,0,285.71,285.71,71.43,119.05,0.0,303631,300799
0,BA,46.78,4,132,263,33.0,1.99,25,28,15,11,5,189.39,212.12,113.64,83.33,37.88,303272,1758860
0,BA,48.34,2,20,45,10.0,2.25,2,8,0,2,0,100.0,400.0,0.0,100.0,0.0,303272,4511808
1,AM,54.19,8,63,139,7.88,2.21,18,13,5,7,3,285.71,206.35,79.37,111.11,47.62,303235,1803599
6,RJ,89.79,5,50,88,10.0,1.76,8,11,6,4,1,160.0,220.0,120.0,80.0,20.0,303506,305418
1,PE,84.47,2,9,17,4.5,1.89,2,4,0,1,0,222.22,444.44,0.0,111.11,0.0,304560,1536299
1,SP,0.0,2,30,84,15.0,2.8,5,9,7,3,2,166.67,300.0,233.33,100.0,66.67,303631,306679
1,PE,60.19,4,72,145,18.0,2.01,11,22,5,2,3,152.78,305.56,69.44,27.78,41.67,304560,299492
2,CE,23.87,3,32,81,10.67,2.53,4,10,6,2,0,125.0,312.5,187.5,62.5,0.0,303293,1186391
